Order No.,Date,Payment Type,Order Type,Area Type,My Amount,Discount,Delivery Charge,Container Charge,Service Charge,Additional Charge,CGST (A),SGST (A),Waived off,Total,Assign to,Biller Name,Reason,Tip,Total + Tip
33879,22-04-25,Cash,Dine In (9),-,758.00,0.00,0.00,0.00,0.00,-,18.95,18.95,0.00,796.00,-,biller,,0.00,796.00
33880,22-04-25,Cash,Dine In (2),-,927.00,0.00,0.00,0.00,0.00,-,23.18,23.18,0.00,973.00,-,biller,,0.00,973.00
33881,22-04-25,Online [Swiggy],Delivery,Swiggy,449.00,91.00,0.00,0.00,0.00,-,8.95,8.95,0.00,376.00,-,biller,,0.00,376.00
33882,22-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33883,22-04-25,Online [Swiggy],Delivery,Swiggy,868.00,191.79,0.00,0.00,0.00,-,16.91,16.91,0.00,710.00,-,biller,,0.00,710.00
33884,23-04-25,Online [Swiggy],Delivery,Swiggy,784.00,0.00,0.00,0.00,0.00,-,19.60,19.60,0.00,823.00,-,biller,,0.00,823.00
33885,23-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33886,23-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33887,23-04-25,Online [Swiggy],Delivery,Swiggy,734.00,178.38,0.00,0.00,0.00,-,13.89,13.89,0.00,583.00,-,biller,,0.00,583.00
33888,23-04-25,Cash,Dine In (2),-,1166.00,0.00,0.00,0.00,0.00,-,29.15,29.15,0.00,1224.00,-,biller,,0.00,1224.00
33889,23-04-25,Cash,Dine In (9),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33890,23-04-25,Cash,Dine In (10),-,1422.00,0.00,0.00,0.00,0.00,-,35.55,35.55,0.00,1493.00,-,biller,,0.00,1493.00
33891,23-04-25,Cash,Dine In (2),-,648.00,0.00,0.00,0.00,0.00,-,16.20,16.20,0.00,680.00,-,biller,,0.00,680.00
33892,23-04-25,Cash,Dine In (9),-,477.00,0.00,0.00,0.00,0.00,-,11.93,11.93,0.00,501.00,-,biller,,0.00,501.00
33893,23-04-25,Cash,Dine In (1),-,818.00,0.00,0.00,0.00,0.00,-,20.45,20.45,0.00,859.00,-,biller,,0.00,859.00
33894,23-04-25,Cash,Dine In (10),-,596.00,0.00,0.00,0.00,0.00,-,14.90,14.90,0.00,626.00,-,biller,,0.00,626.00
33895,23-04-25,Online [Swiggy],Delivery,Swiggy,728.00,122.47,0.00,0.00,0.00,-,15.14,15.14,0.00,636.00,-,biller,,0.00,636.00
33896,23-04-25,Cash,Dine In (20),-,1756.00,0.00,0.00,0.00,0.00,-,43.90,43.90,0.00,1844.00,-,biller,,0.00,1844.00
33897,23-04-25,Online [Swiggy],Delivery,Swiggy,489.00,91.00,0.00,0.00,0.00,-,9.95,9.95,0.00,418.00,-,biller,,0.00,418.00
33898,23-04-25,Online [Swiggy],Delivery,Swiggy,319.00,91.00,0.00,0.00,0.00,-,5.70,5.70,0.00,239.00,-,biller,,0.00,239.00
33899,23-04-25,Online [Swiggy],Delivery,Swiggy,499.00,0.00,0.00,0.00,0.00,-,12.48,12.48,0.00,524.00,-,biller,,0.00,524.00
33900,23-04-25,Cash,Dine In (21),-,2308.00,230.80,0.00,0.00,0.00,-,51.93,51.93,0.00,2181.00,-,biller,,0.00,2181.00
33901,23-04-25,Cash,Dine In (24),-,1133.00,0.00,0.00,0.00,0.00,-,28.33,28.33,0.00,1190.00,-,biller,,0.00,1190.00
33902,23-04-25,Cash,Dine In (23),-,389.00,0.00,0.00,0.00,0.00,-,9.73,9.73,0.00,408.00,-,biller,,0.00,408.00
33903,23-04-25,Cash,Dine In (9),-,936.00,0.00,0.00,0.00,0.00,-,23.40,23.40,0.00,983.00,-,biller,,0.00,983.00
33904,23-04-25,Cash,Dine In (1),-,539.00,0.00,0.00,0.00,0.00,-,13.48,13.48,0.00,566.00,-,biller,,0.00,566.00
33905,23-04-25,Cash,Dine In (20),-,1805.00,0.00,0.00,0.00,0.00,-,45.13,45.13,0.00,1895.00,-,biller,,0.00,1895.00
33906,23-04-25,Cash,Dine In (23),-,655.00,0.00,0.00,0.00,0.00,-,16.38,16.38,0.00,688.00,-,biller,,0.00,688.00
33907,23-04-25,Cash,Dine In (23),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33908,24-04-25,Online [Swiggy],Delivery,Swiggy,319.00,91.00,0.00,0.00,0.00,-,5.70,5.70,0.00,239.00,-,biller,,0.00,239.00
33909,24-04-25,Cash,Dine In (9),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33910,24-04-25,Cash,Dine In (2),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33911,24-04-25,Cash,Dine In (2),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33912,24-04-25,Online [Swiggy],Delivery,Swiggy,829.00,181.90,0.00,0.00,0.00,-,16.18,16.18,0.00,679.00,-,biller,,0.00,679.00
33913,24-04-25,Cash,Dine In (9),-,648.00,0.00,0.00,0.00,0.00,-,16.20,16.20,0.00,680.00,-,biller,,0.00,680.00
33914,24-04-25,Cash,Dine In (19),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33915,24-04-25,Cash,Dine In (2),-,843.00,0.00,0.00,0.00,0.00,-,21.08,21.08,0.00,885.00,-,biller,,0.00,885.00
33916,24-04-25,Online [Swiggy],Delivery,Swiggy,289.00,91.00,0.00,0.00,0.00,-,4.95,4.95,0.00,208.00,-,biller,,0.00,208.00
33917,25-04-25,Cash,TAKE AWAY,Parcel,199.00,19.90,0.00,0.00,0.00,-,4.48,4.48,0.00,188.00,-,biller,,0.00,188.00
33918,25-04-25,Cash,Dine In (9),-,1067.00,106.70,0.00,0.00,0.00,-,24.01,24.01,0.00,1008.00,-,biller,,0.00,1008.00
33919,25-04-25,Cash,Dine In (2),-,657.00,0.00,0.00,0.00,0.00,-,16.43,16.43,0.00,690.00,-,biller,,0.00,690.00
33920,25-04-25,Cash,Dine In (10),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33921,25-04-25,Cash,Dine In (9),-,849.00,0.00,0.00,0.00,0.00,-,21.23,21.23,0.00,891.00,-,biller,,0.00,891.00
33922,25-04-25,Cash,Dine In (2),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33923,25-04-25,Cash,Dine In (1),-,678.00,0.00,0.00,0.00,0.00,-,16.95,16.95,0.00,712.00,-,biller,,0.00,712.00
33924,25-04-25,Online [Swiggy],Delivery,Swiggy,489.00,0.00,0.00,0.00,0.00,-,12.23,12.23,0.00,513.00,-,biller,,0.00,513.00
33925,25-04-25,Cash,Dine In (2),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33926,25-04-25,Online [Swiggy],Delivery,Swiggy,299.00,70.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33927,25-04-25,Online [Swiggy],Delivery,Swiggy,449.00,91.00,0.00,0.00,0.00,-,8.95,8.95,0.00,376.00,-,biller,,0.00,376.00
33928,25-04-25,Cash,Dine In (21),-,896.00,0.00,0.00,0.00,0.00,-,22.40,22.40,0.00,941.00,-,biller,,0.00,941.00
33929,25-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33930,25-04-25,Cash,Dine In (19),-,439.00,0.00,0.00,0.00,0.00,-,10.98,10.98,0.00,461.00,-,biller,,0.00,461.00
33931,25-04-25,Cash,Dine In (24),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
33932,25-04-25,Online [Swiggy],Delivery,Swiggy,829.00,187.90,0.00,0.00,0.00,-,16.03,16.03,0.00,673.00,-,biller,,0.00,673.00
33933,25-04-25,Cash,Dine In (23),-,249.00,0.00,0.00,0.00,0.00,-,6.23,6.23,0.00,261.00,-,biller,,0.00,261.00
33934,25-04-25,Cash,Dine In (19),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33935,25-04-25,Cash,Dine In (21),-,627.00,0.00,0.00,0.00,0.00,-,15.68,15.68,0.00,658.00,-,biller,,0.00,658.00
33936,25-04-25,Online [Swiggy],Delivery,Swiggy,449.00,0.00,0.00,0.00,0.00,-,11.23,11.23,0.00,471.00,-,biller,,0.00,471.00
33937,25-04-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,-366.00,-,biller,itam canceld,0.00,366.00
33938,26-04-25,Online [Swiggy],Delivery,Swiggy,449.00,70.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33939,26-04-25,Online [Swiggy],Delivery,Swiggy,598.00,104.99,0.00,0.00,0.00,-,12.33,12.33,0.00,518.00,-,biller,,0.00,518.00
33940,26-04-25,Cash,TAKE AWAY,Parcel,696.00,0.00,0.00,0.00,0.00,-,17.40,17.40,0.00,731.00,-,biller,,0.00,731.00
33941,26-04-25,Cash,Dine In (2),-,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33942,26-04-25,Cash,Dine In (9),-,409.00,40.90,0.00,0.00,0.00,-,9.20,9.20,0.00,387.00,-,biller,,0.00,387.00
33943,26-04-25,Cash,Dine In (3),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33944,26-04-25,Cash,TAKE AWAY,Parcel,738.00,0.00,0.00,0.00,0.00,-,18.45,18.45,0.00,775.00,-,biller,,0.00,775.00
33945,26-04-25,Cash,Dine In (19),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33946,26-04-25,Cash,Dine In (23),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33947,26-04-25,Cash,Dine In (24),-,269.00,0.00,0.00,0.00,0.00,-,6.73,6.73,0.00,282.00,-,biller,,0.00,282.00
33948,26-04-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
33949,26-04-25,Cash,Dine In (9),-,938.00,0.00,0.00,0.00,0.00,-,23.45,23.45,0.00,985.00,-,biller,,0.00,985.00
33950,27-04-25,Online [Zomato],Delivery,Zomato,399.00,75.00,0.00,10.00,0.00,-,8.10,8.10,0.00,350.00,-,biller,,0.00,350.00
33951,27-04-25,Cash,Dine In (2),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33952,27-04-25,Online [Zomato],Delivery,Zomato,279.00,139.50,0.00,10.00,0.00,-,3.49,3.49,0.00,156.00,-,biller,,0.00,156.00
33953,27-04-25,Cash,Dine In (8),-,304.00,0.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
33954,27-04-25,Cash,Dine In (5),-,788.00,0.00,0.00,0.00,0.00,-,19.70,19.70,0.00,827.00,-,biller,,0.00,827.00
33955,27-04-25,Cash,Dine In (19),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33956,27-04-25,Cash,Dine In (4),-,628.00,0.00,0.00,0.00,0.00,-,15.70,15.70,0.00,659.00,-,biller,,0.00,659.00
33957,27-04-25,Cash,TAKE AWAY,Parcel,177.00,0.00,0.00,0.00,0.00,-,4.43,4.43,0.00,186.00,-,biller,,0.00,186.00
33958,27-04-25,Online [Swiggy],Delivery,Swiggy,189.00,87.32,0.00,0.00,0.00,-,2.54,2.54,0.00,107.00,-,biller,,0.00,107.00
33959,27-04-25,Cash,Dine In (20),-,1934.00,193.40,0.00,0.00,0.00,-,43.52,43.52,0.00,1828.00,-,biller,,0.00,1828.00
33960,27-04-25,Online [Swiggy],Delivery,Swiggy,210.00,91.00,0.00,0.00,0.00,-,2.98,2.98,0.00,125.00,-,biller,,0.00,125.00
33961,27-04-25,Cash,Dine In (9),-,1434.00,143.40,0.00,0.00,0.00,-,32.27,32.27,0.00,1355.00,-,biller,,0.00,1355.00
33962,27-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33963,27-04-25,Cash,Dine In (5),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
33964,28-04-25,Cash,TAKE AWAY,Parcel,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33965,28-04-25,Cash,Dine In (9),-,627.00,0.00,0.00,0.00,0.00,-,15.68,15.68,0.00,658.00,-,biller,,0.00,658.00
33966,28-04-25,Cash,Dine In (20),-,1157.00,115.70,0.00,0.00,0.00,-,26.03,26.03,0.00,1093.00,-,biller,,0.00,1093.00
33967,28-04-25,Cash,Dine In (9),-,559.00,0.00,0.00,0.00,0.00,-,13.98,13.98,0.00,587.00,-,biller,,0.00,587.00
33968,28-04-25,Cash,Dine In (2),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
33969,28-04-25,Cash,Dine In (1),-,179.00,0.00,0.00,0.00,0.00,-,4.47,4.47,0.00,188.00,-,biller,,0.00,188.00
33970,28-04-25,Online [Swiggy],Delivery,Swiggy,339.00,70.00,0.00,0.00,0.00,-,6.73,6.73,0.00,282.00,-,biller,,0.00,282.00
33971,28-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33972,28-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33973,28-04-25,Cash,Dine In (9),-,718.00,0.00,0.00,0.00,0.00,-,17.95,17.95,0.00,754.00,-,biller,,0.00,754.00
33974,28-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
33975,28-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,-197.00,-,biller,as the ordered item(s) are now out of stock at the restaurant. This happens rarely and we apologise for the inconvenience. Please visit the Swiggy app to order from a different restaurant,0.00,197.00
33976,29-04-25,Cash,TAKE AWAY,Parcel,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33977,29-04-25,Cash,TAKE AWAY,Parcel,379.00,37.90,0.00,0.00,0.00,-,8.53,8.53,0.00,358.00,-,biller,,0.00,358.00
33978,29-04-25,Cash,Dine In (10),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33979,29-04-25,Cash,Dine In (9),-,1445.00,0.00,0.00,0.00,0.00,-,36.13,36.13,0.00,1517.00,-,biller,,0.00,1517.00
33980,29-04-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33981,29-04-25,Cash,Dine In (3),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
33982,29-04-25,Online [Swiggy],Delivery,Swiggy,329.00,70.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
33983,29-04-25,Online [Swiggy],Delivery,Swiggy,829.00,187.90,0.00,0.00,0.00,-,16.03,16.03,0.00,673.00,-,biller,,0.00,673.00
33984,29-04-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
33985,29-04-25,Cash,Dine In (3),-,199.00,19.90,0.00,0.00,0.00,-,4.48,4.48,0.00,188.00,-,biller,,0.00,188.00
33986,29-04-25,Cash,Dine In (24),-,739.00,0.00,0.00,0.00,0.00,-,18.48,18.48,0.00,776.00,-,biller,,0.00,776.00
33987,29-04-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.70,7.70,0.00,323.00,-,biller,,0.00,323.00
33988,30-04-25,Cash,Dine In (9),-,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33989,30-04-25,Cash,Dine In (10),-,668.00,0.00,0.00,0.00,0.00,-,16.70,16.70,0.00,701.00,-,biller,,0.00,701.00
33990,30-04-25,Cash,Dine In (9),-,699.00,0.00,0.00,0.00,0.00,-,17.48,17.48,0.00,734.00,-,biller,,0.00,734.00
33991,30-04-25,Cash,Dine In (9),-,1453.00,0.00,0.00,0.00,0.00,-,36.33,36.33,0.00,1526.00,-,biller,,0.00,1526.00
33992,30-04-25,Cash,Dine In (10),-,648.00,0.00,0.00,0.00,0.00,-,16.20,16.20,0.00,680.00,-,biller,,0.00,680.00
33993,30-04-25,Cash,Dine In (5),-,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
33994,30-04-25,Cash,Dine In (20),-,3550.00,0.00,0.00,0.00,0.00,-,88.75,88.75,0.00,3728.00,-,biller,,0.00,3728.00
33995,30-04-25,Online [Swiggy],Delivery,Swiggy,220.00,55.99,0.00,0.00,0.00,-,4.10,4.10,0.00,172.00,-,biller,,0.00,172.00
33996,30-04-25,Cash,TAKE AWAY,Parcel,359.00,0.00,0.00,0.00,0.00,-,8.98,8.98,0.00,377.00,-,biller,,0.00,377.00
33997,30-04-25,Cash,Dine In (23),-,657.00,0.00,0.00,0.00,0.00,-,16.43,16.43,0.00,690.00,-,biller,,0.00,690.00
33998,30-04-25,Cash,Dine In (20),-,4399.00,439.90,0.00,0.00,0.00,-,98.98,98.98,0.00,4157.00,-,biller,,0.00,4157.00
33999,30-04-25,Cash,Dine In (19),-,836.00,83.60,0.00,0.00,0.00,-,18.81,18.81,0.00,790.00,-,biller,,0.00,790.00
34000,30-04-25,Cash,Dine In (9),-,2196.00,219.60,0.00,0.00,0.00,-,49.41,49.41,0.00,2075.00,-,biller,,0.00,2075.00
34001,30-04-25,Cash,Dine In (24),-,1624.00,0.00,0.00,0.00,0.00,-,40.60,40.60,0.00,1705.00,-,biller,,0.00,1705.00
34002,30-04-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34003,30-04-25,Online [Swiggy],Delivery,Swiggy,519.00,104.99,0.00,0.00,0.00,-,10.35,10.35,0.00,435.00,-,biller,,0.00,435.00
34004,01-05-25,Cash,Dine In (5),-,429.00,0.00,0.00,0.00,0.00,-,10.73,10.73,0.00,450.00,-,biller,,0.00,450.00
34005,01-05-25,Cash,Dine In (9),-,1881.00,0.00,0.00,0.00,0.00,-,47.03,47.03,0.00,1975.00,-,biller,,0.00,1975.00
34006,01-05-25,Online [Swiggy],Delivery,Swiggy,349.00,70.00,0.00,0.00,0.00,-,6.98,6.98,0.00,293.00,-,biller,,0.00,293.00
34007,01-05-25,Cash,Dine In (9),-,965.00,0.00,0.00,0.00,0.00,-,24.13,24.13,0.00,1013.00,-,biller,,0.00,1013.00
34008,01-05-25,Cash,Dine In (9),-,498.00,0.00,0.00,0.00,0.00,-,12.45,12.45,0.00,523.00,-,biller,,0.00,523.00
34009,01-05-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
34010,01-05-25,Online [Swiggy],Delivery,Swiggy,558.00,105.00,0.00,0.00,0.00,-,11.33,11.33,0.00,476.00,-,biller,,0.00,476.00
34011,01-05-25,Online [Swiggy],Delivery,Swiggy,279.00,0.00,0.00,0.00,0.00,-,6.98,6.98,0.00,293.00,-,biller,,0.00,293.00
34012,01-05-25,Online [Swiggy],Delivery,Swiggy,898.00,194.80,0.00,0.00,0.00,-,17.58,17.58,0.00,738.00,-,biller,,0.00,738.00
34013,01-05-25,Cash,TAKE AWAY,Parcel,475.00,0.00,0.00,0.00,0.00,-,11.88,11.88,0.00,499.00,-,biller,,0.00,499.00
34014,01-05-25,Online [Swiggy],Delivery,Swiggy,829.00,122.50,0.00,0.00,0.00,-,17.66,17.66,0.00,742.00,-,biller,,0.00,742.00
34015,01-05-25,Cash,Dine In (24),-,579.00,0.00,0.00,0.00,0.00,-,14.48,14.48,0.00,608.00,-,biller,,0.00,608.00
34016,01-05-25,Cash,Dine In (19),-,478.00,0.00,0.00,0.00,0.00,-,11.95,11.95,0.00,502.00,-,biller,,0.00,502.00
34017,01-05-25,Cash,Dine In (21),-,984.00,0.00,0.00,0.00,0.00,-,24.60,24.60,0.00,1033.00,-,biller,,0.00,1033.00
34018,01-05-25,Cash,Dine In (20),-,1802.00,0.00,0.00,0.00,0.00,-,45.05,45.05,0.00,1892.00,-,biller,,0.00,1892.00
34019,02-05-25,Cash,Dine In (21),-,658.00,0.00,0.00,0.00,0.00,-,16.45,16.45,0.00,691.00,-,biller,,0.00,691.00
34020,02-05-25,Cash,TAKE AWAY,Parcel,639.00,0.00,0.00,0.00,0.00,-,15.98,15.98,0.00,671.00,-,biller,,0.00,671.00
34021,02-05-25,Online [Swiggy],Delivery,Swiggy,399.00,70.00,0.00,0.00,0.00,-,8.23,8.23,0.00,345.00,-,biller,,0.00,345.00
34022,02-05-25,Cash,TAKE AWAY,Parcel,379.00,0.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
34023,02-05-25,Cash,TAKE AWAY,Parcel,738.00,0.00,0.00,0.00,0.00,-,18.45,18.45,0.00,775.00,-,biller,,0.00,775.00
34024,02-05-25,Cash,Dine In (25),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34025,02-05-25,Online [Swiggy],Delivery,Swiggy,449.00,70.00,0.00,0.00,0.00,-,9.48,9.48,0.00,398.00,-,biller,,0.00,398.00
34026,02-05-25,Cash,Dine In (24),-,459.00,0.00,0.00,0.00,0.00,-,11.48,11.48,0.00,482.00,-,biller,,0.00,482.00
34027,02-05-25,Cash,Dine In (21),-,627.00,0.00,0.00,0.00,0.00,-,15.68,15.68,0.00,658.00,-,biller,,0.00,658.00
34028,02-05-25,Cash,Dine In (20),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
34029,02-05-25,Cash,Dine In (19),-,1246.00,0.00,0.00,0.00,0.00,-,31.15,31.15,0.00,1308.00,-,biller,,0.00,1308.00
34030,02-05-25,Cash,Dine In (4),-,566.00,0.00,0.00,0.00,0.00,-,14.15,14.15,0.00,594.00,-,biller,,0.00,594.00
34031,02-05-25,Online [Swiggy],Delivery,Swiggy,279.00,0.00,0.00,0.00,0.00,-,6.98,6.98,0.00,293.00,-,biller,,0.00,293.00
34032,02-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34033,02-05-25,Cash,Dine In (19),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34034,02-05-25,Online [Swiggy],Delivery,Swiggy,279.00,56.00,0.00,0.00,0.00,-,5.58,5.58,0.00,234.00,-,biller,,0.00,234.00
34035,02-05-25,Online [Swiggy],Delivery,Swiggy,299.00,70.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
34036,02-05-25,Cash,TAKE AWAY,Parcel,149.00,0.00,0.00,0.00,0.00,-,3.73,3.73,0.00,156.00,-,biller,,0.00,156.00
34037,02-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34038,02-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34039,02-05-25,Cash,Dine In (23),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34040,02-05-25,Cash,Dine In (20),-,1333.00,66.65,0.00,0.00,0.00,-,31.66,31.66,0.00,1330.00,-,biller,,0.00,1330.00
34041,02-05-25,Cash,Dine In (2),-,309.00,0.00,0.00,0.00,0.00,-,7.73,7.73,0.00,324.00,-,biller,,0.00,324.00
34042,03-05-25,Online [Swiggy],Delivery,Swiggy,399.00,70.00,0.00,0.00,0.00,-,8.23,8.23,0.00,345.00,-,biller,,0.00,345.00
34043,03-05-25,Cash,Dine In (9),-,708.00,0.00,0.00,0.00,0.00,-,17.70,17.70,0.00,743.00,-,biller,,0.00,743.00
34044,03-05-25,Cash,Dine In (4),-,826.00,0.00,0.00,0.00,0.00,-,20.65,20.65,0.00,867.00,-,biller,,0.00,867.00
34045,03-05-25,Cash,Dine In (3),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34046,03-05-25,Cash,Dine In (8),-,941.00,0.00,0.00,0.00,0.00,-,23.53,23.53,0.00,988.00,-,biller,,0.00,988.00
34047,03-05-25,Cash,Dine In (5),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
34048,03-05-25,Cash,Dine In (10),-,789.00,0.00,0.00,0.00,0.00,-,19.73,19.73,0.00,828.00,-,biller,,0.00,828.00
34049,03-05-25,Cash,Dine In (7),-,509.00,0.00,0.00,0.00,0.00,-,12.73,12.73,0.00,534.00,-,biller,,0.00,534.00
34050,03-05-25,Cash,Dine In (3),-,738.00,0.00,0.00,0.00,0.00,-,18.45,18.45,0.00,775.00,-,biller,,0.00,775.00
34051,03-05-25,Cash,Dine In (8),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34052,03-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34053,03-05-25,Cash,Dine In (9),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34054,03-05-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34055,03-05-25,Online [Swiggy],Delivery,Swiggy,449.00,91.00,0.00,0.00,0.00,-,8.95,8.95,0.00,376.00,-,biller,,0.00,376.00
34056,03-05-25,Cash,TAKE AWAY,Parcel,608.00,0.00,0.00,0.00,0.00,-,15.20,15.20,0.00,638.00,-,biller,,0.00,638.00
34057,03-05-25,Cash,Dine In (20),-,1044.00,0.00,0.00,0.00,0.00,-,26.10,26.10,0.00,1096.00,-,biller,,0.00,1096.00
